age;height_cm;weight_kg;overall;skill_moves;pace;shooting;passing;dribbling;defending;physic
24;183;80;55;2;55;53;56;51;52;63
26;185;80;55;2;64;54;57;54;53;65
21;175;70;55;2;77;41;51;59;53;48
22;189;84;55;2;65;39;51;51;54;65
21;179;76;55;3;76;54;49;65;29;56
22;190;85;55;2;54;39;38;35;56;62
24;177;73;55;2;71;51;54;53;53;67
20;173;65;55;3;74;45;53;61;32;49
25;178;79;55;3;71;53;55;53;33;47
21;181;77;55;2;54;32;46;46;52;64
25;175;76;55;2;70;36;53;51;48;68
22;182;71;55;2;71;37;47;49;55;68
23;189;87;55;2;30;36;44;46;52;77
23;176;66;55;2;70;44;46;54;50;65
19;190;77;55;2;72;28;28;33;57;63
24;185;84;55;3;62;54;37;52;30;64
20;180;80;55;2;55;25;29;31;55;64
19;180;72;55;2;71;44;51;55;31;49
23;183;79;55;2;63;27;31;37;54;64
23;188;74;55;2;55;25;35;34;55;64
26;182;74;55;2;62;28;42;56;61;62
21;189;81;55;2;56;57;40;54;28;67
23;175;70;55;2;67;49;49;55;49;64
22;180;75;55;3;66;55;44;58;28;52
19;185;80;55;2;63;27;35;32;54;65
25;173;70;55;2;63;39;53;55;24;39
24;185;74;55;2;54;42;49;50;54;62
24;173;72;55;3;86;52;46;58;28;57
23;181;81;55;2;58;35;47;46;54;69
25;184;82;55;2;62;54;37;56;28;59
22;185;76;55;2;54;42;49;46;55;60
27;178;80;55;2;60;32;50;61;49;66
27;176;63;55;2;62;39;46;51;55;64
27;185;65;55;2;73;49;47;64;27;56
23;178;65;55;2;62;30;47;54;55;47
19;180;75;55;4;60;48;52;62;34;48
23;188;82;55;2;67;45;53;57;46;62
26;182;73;55;2;50;32;36;41;62;57
23;180;70;55;2;65;54;37;53;28;57
20;177;68;55;2;60;47;51;64;35;45
19;190;87;55;2;51;28;29;31;57;62
20;184;81;55;2;60;27;29;36;56;63
21;178;70;55;3;75;56;48;54;28;43
26;185;78;55;3;55;58;36;49;28;61
19;175;69;55;2;71;55;38;51;28;55
19;180;87;55;2;60;50;47;53;56;66
27;183;80;55;2;67;44;54;51;49;75
25;171;68;55;3;81;50;51;57;27;51
20;183;72;55;2;62;55;40;51;28;56
25;182;81;55;3;65;46;55;51;51;62
25;176;67;55;2;78;51;40;60;31;59
27;185;61;55;2;64;28;30;37;57;65
18;190;82;55;2;65;54;36;48;27;65
25;172;60;55;3;71;53;48;61;31;47
25;179;82;55;2;65;54;45;54;28;59
23;185;74;55;3;60;25;33;36;56;57
25;185;83;55;2;74;34;30;39;56;62
18;179;75;55;3;66;48;53;60;35;49
25;176;62;55;2;77;54;32;43;31;42
25;180;75;55;2;64;30;47;48;48;57
26;175;84;55;2;82;50;43;47;29;78
27;187;79;55;2;77;23;45;44;51;69
26;178;70;55;2;70;46;56;55;41;61
27;165;65;55;2;68;38;39;51;58;54
26;191;89;55;3;58;54;43;58;27;64
23;179;72;55;2;63;47;49;57;38;63
26;178;74;55;2;66;56;39;57;26;55
27;170;70;55;2;73;53;59;64;44;56
33;180;75;55;2;46;53;55;50;54;60
30;175;80;55;2;50;47;52;57;63;69
35;185;78;55;2;53;36;61;45;45;65
30;186;88;55;2;57;38;47;43;58;76
29;178;71;55;2;65;41;50;53;54;68
38;188;80;55;2;49;51;57;56;52;57
31;172;72;55;2;75;55;52;62;44;59
34;176;77;55;2;54;35;50;40;58;63
36;183;75;55;2;33;57;51;51;27;60
36;182;83;55;2;34;48;54;50;54;57
32;176;77;55;2;65;56;49;54;30;65
31;188;78;55;2;51;47;52;46;47;80
31;178;75;55;2;66;51;51;53;52;63
30;179;77;55;2;63;41;53;52;29;64
27;185;73;55;3;65;57;47;48;26;63
29;167;66;55;2;55;54;55;56;51;61
28;193;84;55;2;47;36;40;44;53;65
29;194;87;55;2;40;35;45;34;53;66
27;180;77;55;2;64;52;54;57;54;70
32;193;80;55;2;32;32;41;27;55;65
27;180;76;55;3;81;55;45;56;32;68
32;173;70;55;2;72;29;48;53;54;62
32;158;56;55;2;81;36;47;61;52;57
32;177;65;55;2;67;62;44;57;28;61
28;178;70;55;2;55;56;46;53;28;61
30;191;106;55;2;43;54;37;47;28;80
28;182;68;55;2;73;58;45;62;27;45
18;185;75;54;2;68;47;52;59;48;59
18;175;64;54;3;76;55;45;61;25;59
17;180;70;54;2;69;43;53;60;43;66
18;178;66;54;2;63;31;43;54;54;55
17;183;76;54;2;55;40;57;57;48;51
17;178;65;54;2;65;55;51;59;47;58
18;168;57;54;2;66;49;55;70;37;47
18;176;72;54;2;74;47;56;60;46;51
19;185;81;54;2;53;37;48;50;54;59
17;193;80;54;2;77;51;43;60;24;42
17;170;60;54;2;72;50;40;65;28;30
19;181;73;54;2;70;42;44;55;52;60
18;178;70;54;2;66;42;58;56;36;55
19;176;68;54;3;70;52;46;57;27;54
19;193;85;54;2;60;29;31;31;55;62
19;180;75;54;2;68;43;55;57;40;56
19;184;79;54;2;61;31;40;40;56;67
18;182;71;54;3;62;47;54;59;44;55
19;181;72;54;3;74;53;51;60;30;54
19;180;71;54;2;52;43;56;55;51;53
17;165;71;54;2;83;38;44;60;23;41
18;191;85;54;2;54;26;37;35;53;67
18;187;73;54;2;70;29;46;43;54;57
18;172;68;54;3;71;46;51;61;34;45
20;185;79;54;2;67;32;46;57;54;64
19;183;71;54;2;63;35;53;57;54;58
19;186;80;54;2;80;60;43;60;28;58
18;187;84;54;2;62;33;41;39;59;66
20;182;74;54;3;60;55;38;54;28;51
18;178;67;54;2;59;42;58;54;39;36
18;188;80;54;2;61;28;35;34;56;58
19;180;68;54;3;70;46;56;57;40;50
20;175;66;54;2;62;46;53;56;46;51
18;183;81;54;2;67;31;39;54;54;63
19;183;78;54;2;63;31;42;41;52;67
19;180;75;54;2;66;40;50;53;46;67
20;196;82;54;2;55;57;39;46;29;63
20;165;68;54;3;69;44;57;64;43;45
18;178;73;54;2;65;46;55;56;36;44
17;183;72;54;2;49;54;47;57;28;51
18;165;62;54;2;68;44;54;64;34;37
19;187;75;54;2;66;55;39;56;28;56
19;185;77;54;2;59;29;34;37;55;61
16;170;66;54;2;78;37;49;59;51;61
18;165;66;54;2;67;56;44;59;28;42
20;186;80;54;2;59;25;35;34;56;58
20;185;78;54;2;62;26;40;36;56;63
18;185;84;54;2;50;27;38;41;55;56
19;178;68;54;3;68;50;51;62;26;48
18;178;71;54;2;72;50;49;57;42;49
20;188;75;54;2;78;28;42;42;54;61
18;175;70;54;2;69;47;54;61;35;43
19;176;71;54;3;73;47;48;59;29;49
18;178;70;54;2;72;50;49;56;25;53
18;182;69;54;2;58;28;34;41;53;59
17;178;72;54;3;76;54;37;57;27;46
19;172;60;54;2;68;27;44;53;52;48
21;172;70;54;2;63;38;50;55;48;69
21;180;71;54;2;73;25;50;43;56;60
20;183;71;54;2;63;53;46;53;45;56
19;191;84;54;2;51;31;35;36;55;58
20;180;76;54;3;67;57;37;54;28;46
19;196;83;54;2;68;26;27;29;54;71
18;185;75;54;2;59;53;54;52;54;59
20;186;80;54;2;69;49;52;54;40;68
18;180;70;54;2;72;26;51;51;51;62
18;176;75;54;2;70;52;44;56;39;63
17;178;75;54;2;63;47;52;56;40;52
19;179;72;54;3;63;48;53;55;47;52
18;185;75;54;2;73;51;57;57;46;58
18;170;70;54;2;73;54;41;55;25;52
18;178;74;54;2;61;28;33;33;56;59
20;183;75;54;2;69;53;47;58;26;53
16;176;67;54;3;65;56;38;54;28;43
18;185;82;54;2;74;30;35;34;53;71
19;188;90;54;2;57;28;32;33;54;67
21;181;72;54;2;68;45;50;50;56;51
19;189;72;54;2;71;29;29;30;54;64
20;178;78;54;2;69;54;51;57;31;54
21;182;82;54;2;80;51;43;56;26;55
20;191;82;54;2;72;54;38;51;28;66
19;187;80;54;3;59;50;47;48;51;67
20;184;74;54;2;55;27;37;39;51;62
20;181;71;54;2;68;42;53;63;32;55
19;182;72;54;2;69;53;50;57;37;60
20;185;74;54;2;64;25;38;49;54;60
20;176;76;54;2;64;27;42;49;53;68
18;180;75;54;2;60;56;40;60;28;53
21;185;72;54;2;68;48;51;60;55;51
20;181;76;54;3;65;52;55;55;46;48
17;170;60;54;2;66;50;54;64;55;39
20;177;73;54;2;63;47;55;57;44;52
17;176;70;54;2;65;54;42;51;28;55
18;180;75;54;2;54;46;51;54;49;57
18;172;67;54;2;69;47;57;59;33;40
17;169;62;54;2;74;41;54;62;47;39
19;177;71;54;2;63;57;43;48;28;49
18;179;78;54;2;63;44;54;62;41;52
18;170;64;54;2;64;47;55;58;47;47
18;178;73;54;2;80;36;45;57;53;55
18;185;74;54;2;69;50;52;62;36;47
18;178;75;54;2;62;51;39;57;28;58
19;182;83;54;2;66;29;32;46;58;70
19;175;70;54;2;60;54;35;52;28;60
19;188;83;54;2;69;27;35;35;53;67
17;180;75;54;2;61;28;38;42;52;62
20;176;78;54;2;63;46;56;60;43;57
16;175;68;54;2;64;46;56;61;37;49
22;178;72;54;2;70;36;47;51;50;62
20;173;71;54;3;87;45;47;56;27;50
20;188;85;54;2;68;34;49;55;49;64
20;188;81;54;2;54;26;30;28;56;61
19;176;78;54;2;68;50;48;54;53;69
20;179;78;54;2;50;36;45;47;53;67
20;176;70;54;2;74;38;51;51;49;53
22;190;85;54;2;38;52;37;51;29;74
19;180;75;54;2;74;47;48;55;28;54
20;188;76;54;2;75;50;45;59;36;56
19;183;82;54;2;62;27;45;51;55;58
19;190;85;54;2;69;45;53;57;42;63
19;180;75;54;3;67;47;51;58;32;38
18;180;75;54;2;42;46;51;53;43;58
20;189;72;54;2;55;54;42;50;27;56
19;188;83;54;2;58;27;30;35;55;65
18;188;76;54;2;64;42;56;58;44;61
22;187;82;54;2;63;37;53;57;55;68
19;177;68;54;2;64;45;53;56;50;50
21;181;74;54;2;69;42;57;58;53;58
21;188;83;54;2;58;35;49;47;50;70
21;165;65;54;2;67;48;54;61;50;48
17;177;70;54;2;68;30;39;47;54;59
20;179;72;54;3;59;59;45;49;27;53
21;171;70;54;3;67;43;56;58;42;49
19;175;70;54;3;66;43;55;59;40;49
20;191;82;54;2;47;32;37;41;53;63
23;171;61;54;2;72;44;56;55;47;63
21;191;76;54;2;70;41;45;38;53;68
20;173;75;54;2;71;32;47;57;51;61
22;168;62;54;2;74;43;50;53;32;56
22;174;71;54;3;77;39;52;59;51;52
19;173;70;54;2;64;55;40;52;28;45
19;182;78;54;2;63;56;49;58;26;61
22;180;72;54;2;64;51;45;44;54;63
21;170;63;54;2;67;44;50;57;53;59
21;181;73;54;2;73;25;30;33;52;63
22;186;76;54;2;63;44;55;52;45;61
22;180;69;54;2;59;42;52;54;49;59
18;175;75;54;2;66;52;38;53;28;53
22;187;75;54;2;64;56;54;58;58;62
21;186;75;54;2;68;51;43;50;30;63
23;178;67;54;2;62;50;51;55;35;55
18;178;73;54;2;63;55;50;57;33;49
18;176;74;54;2;70;52;48;59;38;61
19;177;69;54;2;68;52;50;58;27;54
19;172;69;54;2;65;34;34;57;53;56
24;184;74;54;2;55;40;49;50;54;57
23;186;80;54;2;66;28;32;38;49;72
22;177;70;54;2;62;41;54;55;31;47
21;188;82;54;2;50;24;31;41;49;67
22;186;75;54;2;71;56;43;53;30;58
21;178;75;54;2;66;52;49;56;25;48
23;184;73;54;2;54;27;34;30;56;60
20;174;69;54;2;73;43;52;59;54;59
19;165;63;54;2;62;43;54;54;42;54
20;173;76;54;2;71;55;38;53;28;51
20;186;78;54;2;66;35;45;52;51;64
22;180;78;54;2;72;54;38;45;28;61
23;179;71;54;2;52;40;54;58;47;66
19;182;76;54;2;69;56;52;55;48;62
18;181;67;54;3;60;47;57;56;44;42
23;179;72;54;3;59;55;34;50;28;59
20;180;75;54;3;58;37;55;55;36;59
17;180;75;54;2;54;37;44;47;55;56
17;180;65;54;3;58;42;56;55;37;47
20;178;77;54;2;49;28;31;34;56;57
22;184;76;54;2;64;44;53;54;53;64
18;170;65;54;2;71;37;46;59;38;48
18;175;67;54;3;57;54;49;61;28;38
21;175;60;54;2;68;36;42;56;53;57
23;176;69;54;3;63;58;37;49;28;48
24;175;73;54;2;66;42;51;54;52;63
24;195;80;54;3;63;56;45;50;26;61
22;180;75;54;2;55;48;53;51;43;58
25;182;76;54;2;66;47;42;54;52;69
20;180;74;54;3;71;38;51;58;29;42
21;181;78;54;2;71;37;51;53;52;66
21;191;85;54;2;64;48;46;50;55;57
22;168;64;54;2;46;55;44;52;28;67
24;176;70;54;2;72;55;39;50;26;63
24;189;74;54;2;63;44;50;52;51;78
22;181;74;54;2;57;28;28;35;54;66
21;172;69;54;2;66;50;56;52;43;54
20;180;65;54;2;68;56;52;54;30;54
22;172;68;54;3;59;44;56;61;30;51
20;198;72;54;2;69;51;34;54;30;51
21;184;72;54;2;71;40;41;49;51;68
19;182;65;54;2;72;44;52;53;52;55
22;179;65;54;2;69;52;44;56;26;56
25;174;72;54;3;71;57;45;50;59;53
17;180;75;54;2;62;33;41;41;53;58
23;175;68;54;2;65;56;36;55;28;48
21;166;64;54;2;83;53;38;55;28;44
23;174;72;54;2;67;37;50;57;42;63
20;178;71;54;2;67;42;55;53;44;57
19;175;72;54;3;65;46;54;58;34;48
18;186;79;54;2;64;50;50;53;52;65
19;185;80;54;2;52;47;56;52;46;61
25;178;69;54;2;78;55;48;54;27;62
19;182;74;54;2;61;43;50;54;51;62
20;175;71;54;2;72;35;48;63;53;47
22;183;73;54;2;64;42;53;53;50;55
18;178;70;54;2;63;52;47;54;28;56
20;181;71;54;2;56;38;55;57;53;53
24;183;77;54;2;59;28;28;33;57;55
23;177;76;54;2;69;55;40;52;28;59
18;186;81;54;2;76;29;28;38;55;57
19;172;75;54;2;59;38;57;57;53;53
24;187;82;54;2;68;59;48;56;27;56
16;180;70;54;2;67;47;54;55;51;57
17;183;75;54;2;59;41;55;55;50;55
24;183;71;54;3;57;45;54;54;49;59
24;178;69;54;2;58;45;48;60;52;58
22;183;76;54;3;63;45;47;58;38;68
20;185;73;54;2;75;47;52;55;47;72
20;180;78;54;2;64;49;52;51;41;54
23;178;60;54;3;68;43;47;57;37;51
20;188;87;54;2;63;33;39;41;53;67
22;185;75;54;2;68;54;52;57;46;41
23;175;74;54;2;73;25;32;37;53;68
23;175;66;54;2;68;26;42;51;53;53
26;182;78;54;2;69;50;53;48;41;65
19;178;70;54;2;50;46;53;55;54;57
21;180;70;54;2;69;49;50;51;38;65
21;185;75;54;2;57;36;45;45;54;59
22;178;72;54;3;72;53;46;58;27;59
18;180;75;54;2;60;29;34;32;53;67
24;172;74;54;2;69;49;53;60;36;54
18;179;73;54;2;63;29;42;38;54;59
20;177;65;54;2;65;41;53;54;49;55
19;185;73;54;2;66;45;37;53;52;57
19;185;80;54;2;56;26;31;34;54;65
26;180;70;54;2;55;49;54;51;51;59
27;178;78;54;2;63;28;52;56;55;65
25;173;69;54;2;54;41;48;45;55;65
24;183;85;54;2;56;42;53;39;53;60
26;173;70;54;2;85;52;42;56;35;64
25;185;78;54;2;33;30;34;30;52;69
22;177;66;54;2;70;42;49;57;25;54
27;182;71;54;2;55;41;51;47;54;61
27;178;74;54;2;61;48;51;55;26;52
24;188;77;54;2;62;35;49;56;58;58
24;181;73;54;2;59;32;51;46;46;76
21;170;65;54;2;82;46;44;56;49;71
25;180;73;54;2;68;35;54;56;52;62
23;175;75;54;3;68;41;54;57;37;56
19;174;66;54;2;67;52;50;62;41;64
18;178;70;54;2;68;56;44;58;26;33
20;178;70;54;2;67;47;50;58;26;55
24;179;72;54;2;64;48;54;52;46;54
20;177;68;54;2;63;49;56;60;50;41
18;180;75;54;2;66;41;53;52;46;57
21;186;84;54;3;68;52;43;55;41;56
19;190;84;54;2;59;54;38;50;28;51
26;175;75;54;2;55;56;56;53;53;61
26;177;72;54;3;60;41;53;49;40;62
22;180;75;54;2;58;46;56;54;41;54
21;179;72;54;2;66;38;39;42;52;64
27;182;75;54;2;64;41;34;43;55;72
25;178;73;54;2;66;30;42;50;55;59
23;177;74;54;2;68;40;52;53;49;60
22;190;80;54;2;49;27;26;29;54;70
24;179;70;54;2;47;44;46;48;53;56
23;175;68;54;2;68;45;50;54;54;59
26;184;75;54;2;54;36;55;53;48;60
20;183;76;54;2;63;28;34;36;55;61
21;177;70;54;3;68;47;51;58;27;56
18;185;77;54;2;57;55;42;52;28;52
26;173;67;54;2;78;30;49;56;51;52
24;180;72;54;2;60;36;52;56;45;58
24;179;73;54;3;77;52;46;54;28;49
27;183;87;54;2;54;35;46;50;51;73
26;175;75;54;3;66;52;51;57;28;63
26;174;69;54;2;74;55;47;55;38;57
24;170;68;54;2;65;28;43;55;55;50
27;174;72;54;2;61;40;56;54;41;64
25;182;78;54;2;70;27;38;54;56;63
27;178;78;54;2;56;55;37;51;28;53
30;185;81;54;2;56;48;59;53;45;71
30;185;86;54;2;52;42;51;50;56;62
31;178;73;54;2;58;41;44;50;52;73
32;181;79;54;2;59;56;48;52;32;56
31;191;80;54;2;52;43;43;40;53;68
28;170;69;54;3;71;47;43;57;56;51
30;193;90;54;2;52;45;42;44;53;66
28;174;68;54;2;69;43;47;59;28;61
33;172;71;54;2;53;49;51;55;53;54
28;182;76;54;2;57;34;38;48;57;63
30;181;72;54;3;53;28;50;50;52;61
27;177;71;54;2;67;34;54;54;33;67
29;180;75;54;2;63;27;34;34;58;54
22;180;76;54;2;68;30;32;47;55;61
28;193;87;54;2;54;35;52;49;51;70
17;182;71;53;2;70;54;38;51;28;47
18;182;71;53;2;69;39;52;51;50;58
17;170;62;53;2;65;36;52;58;34;41
18;183;67;53;2;66;59;34;56;25;47
18;177;75;53;3;67;42;53;63;54;49
17;188;79;53;2;54;48;50;50;52;52
18;180;70;53;2;65;27;41;43;56;53
18;176;71;53;2;77;49;54;56;42;53
19;176;65;53;2;69;34;42;51;53;50
19;180;70;53;2;75;26;38;51;54;65
19;180;71;53;2;62;43;51;48;46;58
18;180;71;53;2;61;26;34;41;51;62
17;188;78;53;3;67;47;50;56;26;46
18;180;75;53;2;55;40;54;49;46;56
18;175;68;53;3;59;55;46;52;28;49
17;180;75;53;2;62;42;53;52;43;55
18;182;68;53;2;62;34;49;54;54;47
18;183;78;53;3;67;47;47;58;29;52
18;186;79;53;2;52;54;33;46;28;62
17;175;69;53;2;75;50;44;55;27;46
19;179;67;53;2;60;39;58;53;37;55
19;180;68;53;2;71;50;54;60;38;43
18;185;75;53;2;62;44;49;56;47;57
20;173;67;53;2;56;41;52;57;50;52
17;180;64;53;3;80;52;36;55;27;52
20;178;76;53;2;53;41;52;52;52;59
18;183;78;53;2;53;57;38;49;28;53
18;184;75;53;2;55;38;34;39;53;61
18;180;75;53;2;69;44;52;56;51;51
18;180;75;53;2;60;55;36;52;28;54
18;175;70;53;4;74;52;41;62;26;42
18;182;70;53;2;59;33;41;41;54;56
20;180;75;53;2;68;54;36;51;28;50
20;183;68;53;2;63;28;39;50;53;60
20;175;75;53;2;51;56;39;50;29;52
18;183;67;53;3;80;51;43;56;25;50
19;175;68;53;3;65;45;49;57;24;41
19;174;74;53;2;61;42;52;55;45;57
19;178;73;53;2;75;45;53;52;40;65
18;190;80;53;2;39;24;27;34;53;66
18;163;66;53;2;78;53;36;50;27;46
18;180;71;53;2;53;33;38;51;58;53
18;175;70;53;2;54;28;44;48;55;62
18;183;70;53;2;71;50;35;54;26;49
20;175;78;53;3;60;43;55;61;35;53
18;178;76;53;2;43;52;44;55;34;56
19;170;68;53;2;64;44;51;62;44;63
18;188;74;53;2;73;51;39;49;26;53
17;173;76;53;2;75;52;43;61;27;64
18;175;67;53;3;54;47;54;57;42;47
18;194;85;53;2;69;51;39;53;27;54
18;191;79;53;2;69;52;37;47;29;64
19;179;78;53;2;63;28;34;40;53;59
17;175;78;53;2;77;28;48;58;48;64
20;169;62;53;2;70;26;35;40;57;43
19;173;69;53;3;65;53;47;61;30;57
20;183;80;53;2;74;51;41;53;28;50
19;193;83;53;2;54;28;34;42;50;63
19;173;65;53;2;70;35;49;53;49;63
20;173;59;53;3;72;37;52;50;55;40
18;175;70;53;2;68;50;49;56;35;48
20;175;70;53;2;66;51;50;57;28;45
19;178;69;53;2;66;42;54;53;45;51
20;185;72;53;2;67;36;42;48;54;61
18;198;93;53;2;61;27;30;31;52;73
19;185;76;53;2;59;26;34;54;57;58
19;178;75;53;3;71;34;53;55;49;55
19;183;72;53;2;71;47;49;52;26;54
18;178;74;53;2;71;53;38;55;25;50
17;183;72;53;2;78;32;46;57;51;44
20;177;70;53;2;59;39;55;52;50;62
18;176;66;53;2;59;29;41;38;54;51
18;180;82;53;2;57;46;45;51;53;63
20;184;75;53;2;65;49;53;52;44;57
21;175;75;53;2;82;41;54;63;35;61
19;189;84;53;2;63;27;36;30;53;65
18;180;75;53;2;65;48;50;55;29;44
20;183;77;53;2;63;44;47;53;50;60
19;175;70;53;3;81;40;46;55;45;62
19;170;68;53;2;60;24;34;39;57;64
18;172;66;53;3;72;54;45;61;28;47
21;178;74;53;2;66;33;44;48;53;58
20;170;60;53;2;75;54;38;60;26;44
17;187;77;53;2;65;28;30;35;55;59
22;180;71;53;2;59;53;54;51;51;53
18;178;73;53;2;78;41;44;53;52;57
18;162;60;53;2;63;40;49;64;31;43
21;184;81;53;2;55;52;36;52;29;64
17;178;64;53;2;67;43;55;60;39;51
19;181;70;53;3;54;54;39;53;28;51
18;180;75;53;2;73;36;47;47;56;47
18;183;76;53;2;58;52;39;50;28;52
21;180;75;53;2;71;43;56;55;53;63
18;178;70;53;2;84;52;46;57;34;50
20;187;70;53;2;55;36;50;52;53;59
19;180;70;53;2;69;34;55;52;46;67
19;180;75;53;2;66;29;44;46;54;56
20;177;71;53;2;81;51;38;53;28;47
19;174;70;53;2;63;40;47;53;52;59
19;176;72;53;2;70;48;50;55;51;61
21;165;65;53;2;77;49;46;54;33;44
19;193;85;53;2;73;34;50;51;48;65
22;190;86;53;2;63;40;55;53;52;69
19;180;72;53;4;69;46;49;59;39;52
20;177;71;53;2;74;29;32;49;53;59
23;173;65;53;3;67;49;58;48;31;42
18;181;76;53;2;69;31;41;51;54;56
20;181;80;53;2;61;28;30;39;53;63
26;180;74;53;2;67;46;54;61;50;56
22;185;83;53;2;34;29;31;33;53;63
21;177;77;53;2;71;44;48;52;52;50
23;180;72;53;2;33;56;33;54;27;68
20;180;75;53;2;63;25;46;54;54;57
19;181;70;53;2;55;27;34;35;55;50
23;180;67;53;2;57;42;57;50;36;40
20;183;74;53;2;65;32;44;54;53;56
20;186;73;53;2;77;52;37;56;27;50
20;172;67;53;3;68;50;49;56;28;59
18;180;70;53;2;64;25;32;56;57;50
20;189;80;53;2;51;52;35;48;29;61
20;180;70;53;2;74;45;49;54;25;48
20;175;75;53;2;59;47;57;59;40;54
19;177;69;53;2;66;44;50;54;27;41
23;188;83;53;2;51;34;27;27;54;67
21;175;73;53;2;66;40;50;59;47;55
18;187;86;53;2;61;52;37;47;26;63
19;182;81;53;2;60;42;53;55;51;63
23;191;93;53;2;70;26;29;30;50;74
22;180;80;53;2;65;48;51;55;25;44
19;181;70;53;2;62;46;50;54;48;53
19;178;66;53;2;68;34;49;52;51;53
18;173;69;53;3;67;49;50;62;28;50
19;173;69;53;3;65;43;51;58;28;49
18;186;80;53;2;75;54;40;53;25;48
23;181;75;53;3;75;54;43;59;25;46
23;185;67;53;2;62;32;49;49;50;64
24;185;75;53;2;55;36;34;43;52;63
23;170;60;53;2;71;54;47;59;27;52
22;171;68;53;2;54;49;55;52;50;43
22;183;75;53;2;61;51;36;49;28;63
22;181;70;53;2;47;34;27;50;52;61
21;185;72;53;2;69;37;47;54;53;62
20;180;75;53;2;62;44;51;51;52;57
23;175;75;53;2;61;37;56;50;53;53
22;173;64;53;2;74;51;46;48;54;59
19;178;71;53;2;61;53;38;50;27;50
21;180;76;53;2;63;43;51;56;52;68
17;171;63;53;2;54;55;36;50;28;54
22;179;70;53;3;65;52;44;52;28;46
16;175;64;53;2;64;49;45;59;26;40
21;174;64;53;2;69;43;48;53;49;56
20;188;82;53;2;64;51;36;48;28;71
20;178;70;53;2;67;27;31;36;54;56
19;180;75;53;2;66;51;42;58;28;56
17;175;70;53;2;60;30;34;55;58;53
27;174;71;53;3;67;58;52;59;41;57
26;183;79;53;3;54;43;48;52;53;63
25;180;70;53;2;70;53;47;53;27;53
23;180;82;53;2;63;53;53;54;51;61
24;191;84;53;2;55;53;50;53;53;67
24;173;75;53;2;55;35;46;51;53;55
22;175;78;53;2;71;55;40;54;27;55
21;186;75;53;2;72;50;33;56;28;54
27;181;76;53;2;49;58;48;49;32;64
23;179;70;53;2;61;52;49;53;33;52
22;171;67;53;2;69;57;38;50;28;52
19;177;65;53;2;76;51;36;51;27;47
24;168;68;53;2;62;45;57;53;41;45
23;177;70;53;2;76;45;49;56;35;62
23;177;73;53;3;65;44;51;57;38;59
18;170;68;53;3;63;44;49;63;33;49
20;172;67;53;2;70;54;36;57;27;45
23;191;87;53;2;47;53;35;59;26;64
20;173;73;53;2;64;34;43;47;51;64
17;189;82;53;2;62;27;30;32;54;65
19;179;74;53;2;61;39;52;54;43;63
18;165;67;53;2;59;38;56;56;43;59
18;173;70;53;2;73;34;44;52;50;54
19;175;70;53;2;69;28;43;53;51;54
23;180;73;53;3;66;43;54;49;51;55
21;183;80;53;2;71;50;54;51;52;54
25;173;73;53;2;54;49;55;55;53;58
24;176;70;53;2;53;41;41;45;54;51
22;175;67;53;3;65;47;49;54;25;50
24;171;63;53;2;58;49;44;53;31;56
25;178;69;53;2;71;55;41;51;28;54
21;186;82;53;2;64;27;34;33;52;65
22;184;59;53;2;76;54;37;54;28;42
23;176;73;53;2;60;37;37;48;57;59
18;193;89;53;2;55;28;29;30;51;73
27;170;70;53;2;59;43;48;48;52;59
21;186;78;53;2;62;30;47;48;53;58
21;183;75;53;3;52;54;36;48;28;53
18;178;68;53;2;76;49;47;57;28;42
22;170;68;53;2;68;29;43;51;54;57
21;182;72;53;2;61;47;50;61;33;48
18;180;67;53;2;56;25;35;34;58;49
26;186;85;53;3;63;46;57;43;49;70
26;173;72;53;2;59;47;52;53;27;55
25;175;73;53;2;82;27;46;53;51;61
21;172;69;53;2;66;26;30;51;49;63
25;168;59;53;2;67;35;50;53;40;65
22;178;77;53;2;74;29;34;36;56;66
22;173;69;53;2;66;38;51;55;44;56
24;189;86;53;2;59;27;26;30;52;68
25;175;69;53;2;70;56;40;50;28;53
18;171;63;53;2;67;25;40;55;53;55
20;170;70;53;2;79;38;52;51;50;63
23;191;84;53;2;58;55;35;47;27;67
22;184;70;53;2;75;55;40;51;26;52
24;182;72;53;2;55;50;43;54;27;42
26;180;74;53;2;64;33;44;51;53;54
22;174;63;53;3;63;41;52;50;34;40
27;183;85;53;2;54;25;41;34;52;59
25;173;69;53;2;62;31;38;41;55;62
27;183;73;53;3;64;48;47;48;54;58
24;185;84;53;2;71;38;52;45;52;69
33;175;64;53;2;53;54;49;54;25;55
29;188;76;53;2;47;45;45;44;52;58
33;178;78;53;2;34;42;51;40;53;67
32;176;81;53;2;54;54;51;49;28;64
32;175;73;53;2;56;28;46;50;55;59
33;183;75;53;2;55;44;58;46;39;60
32;186;78;53;2;65;50;48;50;52;62
29;185;81;53;2;33;30;34;31;52;62
31;183;77;53;2;34;31;36;34;53;63
28;179;70;53;3;54;56;56;50;49;55
29;185;76;53;2;47;54;53;51;33;62
30;170;68;53;2;53;27;45;35;56;57
30;177;68;53;2;57;53;50;56;24;59
28;171;60;53;2;64;41;51;54;49;57
18;176;70;52;2;64;41;49;56;39;42
17;173;65;52;3;82;50;42;55;26;36
17;185;75;52;2;47;28;33;34;52;57
19;178;68;52;2;63;45;50;57;44;48
18;180;70;52;2;62;42;49;53;44;57
18;180;75;52;3;69;47;46;58;27;49
